gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,1,1,35,1,0,39.06,1436.49,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,0,0,0,12,1,1,42.43,453.19,1,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False
0,0,1,1,69,0,1,39.99,2735.65,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,1,0,57,1,0,105.89,6123.89,1,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False
0,0,1,0,13,1,0,65.3,836.03,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False
1,0,1,1,36,1,1,81.72,2801.16,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,0,0,1,67,1,0,110.19,7372.58,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0,0,39,1,1,18.0,708.75,0,False,True,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True
1,0,1,0,58,1,1,103.13,5850.68,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,0,1,1,15,1,1,66.42,1063.0,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1,0,0,0,61,1,0,77.81,4710.72,0,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
1,0,0,0,3,1,0,39.91,136.16,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
0,1,0,0,44,1,0,42.11,1841.54,0,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
0,0,1,0,27,0,0,79.43,2080.19,0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
0,0,1,0,65,1,1,120.0,7746.47,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
0,1,0,0,30,1,1,94.86,2799.05,0,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,2,1,1,102.73,259.74,0,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False
0,1,0,0,7,1,1,59.0,405.62,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,1,23,0,0,46.75,1049.16,1,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,0,14,1,0,41.34,532.03,1,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
1,0,1,0,42,1,0,50.11,2164.43,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,30,1,1,18.0,613.21,0,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False
0,0,0,0,72,1,1,43.01,3155.96,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,0,0,0,44,1,1,47.95,2134.42,0,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,1,0,65,1,1,59.5,3881.99,0,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
1,0,0,0,7,1,0,68.71,420.17,0,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
0,0,0,0,70,0,1,75.63,5281.81,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,0,1,56,0,1,64.31,3567.17,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,0,29,1,1,47.32,1281.0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,0,0,0,17,1,1,18.0,358.85,0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0,0,1,68,1,1,47.5,3195.21,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,38,1,1,35.59,1412.22,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
0,1,0,0,59,1,1,78.74,4689.75,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,0,0,42,1,1,92.04,3893.52,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False
1,0,1,1,44,1,1,92.92,4119.12,1,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
1,0,1,1,22,1,1,87.47,1893.57,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
0,0,1,0,68,1,1,60.75,4223.89,1,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,1,5,1,1,49.1,247.66,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,55,1,0,42.35,2344.35,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
0,0,0,0,3,1,0,19.54,26.17,1,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0,0,1,22,1,0,94.52,2032.88,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,5,1,1,59.52,321.46,1,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,1,0,31,1,1,27.37,859.35,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
1,1,1,0,17,1,0,39.97,640.02,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,1,0,14,1,1,38.75,470.58,0,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
0,0,1,0,39,1,0,66.05,2512.45,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,72,1,1,96.78,7027.97,0,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True
0,0,0,0,5,1,1,54.32,240.94,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
0,1,0,0,62,1,0,18.0,1099.05,0,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
1,0,0,0,66,1,1,59.08,3971.8,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,10,1,1,60.07,544.59,1,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0,42,0,1,58.01,2400.07,0,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False
0,0,1,0,16,0,1,45.94,696.6,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,3,1,1,71.28,294.74,1,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
1,0,0,0,62,1,1,66.74,4237.55,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1,1,67,1,0,64.02,4326.92,1,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
1,0,1,0,40,1,0,77.14,3124.77,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,0,0,0,4,0,1,51.87,178.46,1,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
1,0,1,0,31,1,0,50.16,1652.33,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,0,69,1,0,106.16,7338.42,0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,0,0,0,34,1,1,81.54,2815.02,0,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
0,0,1,0,21,0,0,89.57,1875.69,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,64,1,0,101.54,6485.16,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,1,0,21,1,0,80.54,1774.49,0,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
0,0,1,0,10,1,1,92.61,953.09,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,0,1,0,2,1,1,18.0,108.57,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,1,8,1,0,70.88,579.81,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False
1,0,1,0,59,1,1,59.28,3455.1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0,0,0,0,13,0,0,115.09,1467.0,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
1,0,1,0,17,0,1,92.59,1579.18,1,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,0,0,1,72,1,0,45.85,3269.87,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,1,0,22,1,1,75.94,1615.31,0,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,0,1,1,46,1,1,69.79,3270.41,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1,0,0,0,68,1,1,78.39,5303.28,0,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
0,0,0,0,46,1,0,34.19,1579.65,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
0,0,1,0,29,1,0,75.56,2206.05,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
0,0,0,1,24,1,1,57.92,1360.67,0,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
1,0,1,0,27,1,0,73.23,2049.75,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
0,0,0,0,24,1,1,43.03,976.86,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,1,0,57,1,1,47.21,2704.05,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0,0,1,0,40,1,1,99.98,4011.51,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,24,1,1,33.21,794.33,0,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False
0,0,0,0,47,1,1,35.43,1600.36,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1,0,1,0,9,1,1,63.21,612.43,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,10,1,0,41.6,453.18,0,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
0,0,0,1,20,1,0,38.21,730.42,1,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,44,1,0,67.91,3023.41,0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
1,0,0,0,6,1,1,19.61,136.41,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0,1,0,63,1,0,34.52,2110.73,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,63,1,0,120.0,7517.3,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,0,0,0,1,1,1,78.54,135.45,0,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False
1,1,0,1,41,1,0,42.36,1752.23,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,53,1,1,77.31,4069.21,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True
1,1,1,1,15,1,1,81.78,1183.78,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,1,0,17,1,1,94.59,1582.26,1,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,58,1,1,60.95,3512.88,1,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,15,1,0,94.05,1368.45,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False
1,1,0,1,5,1,1,18.0,2.91,1,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
0,0,1,0,56,1,1,33.07,1908.92,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,0,46,1,0,69.68,3253.81,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
1,0,0,0,47,1,0,74.65,3444.89,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
0,0,1,0,41,1,0,37.41,1540.63,0,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
1,1,0,1,59,1,1,72.54,4234.75,0,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0,1,0,3,1,1,46.04,125.04,1,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False
0,0,0,1,1,1,0,56.45,39.21,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1,0,1,0,58,1,1,95.5,5517.61,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,1,1,1,26,1,1,92.03,2492.93,0,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
1,1,0,0,26,1,1,34.85,884.08,0,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
0,0,1,0,71,1,1,33.04,2305.43,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False
0,0,0,0,6,1,1,52.42,276.39,0,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False
1,1,1,0,62,0,1,63.96,4017.71,1,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,45,1,1,45.02,1943.29,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
0,0,0,0,62,1,1,95.98,5912.63,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
0,1,1,1,11,1,1,75.18,899.32,0,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False
0,0,0,0,12,1,1,76.94,935.48,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,0,1,42,0,0,26.76,1133.52,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0,0,0,16,1,0,99.78,1703.09,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,62,0,1,18.0,1128.32,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1,1,1,0,35,1,1,89.78,3106.89,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,1,1,1,7,1,1,92.79,635.43,0,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
1,0,1,0,68,1,1,51.79,3464.95,0,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False
1,1,0,0,35,1,1,102.95,3666.05,1,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
0,1,0,0,27,1,1,62.87,1726.22,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0,46,1,0,66.63,3121.2,1,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False
0,0,0,0,29,1,0,74.95,2234.2,0,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False
1,0,1,1,22,1,1,120.0,2619.29,0,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,0,15,0,1,105.09,1529.11,0,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
1,0,1,0,13,1,0,85.79,1112.68,0,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
1,0,0,1,70,1,1,37.38,2572.96,0,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1,0,0,1,51,1,0,69.07,3530.82,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False
0,0,1,1,36,1,1,40.37,1509.92,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
0,0,1,0,28,0,0,89.42,2495.35,1,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
1,0,1,0,66,1,0,68.97,4559.52,0,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False
1,0,1,1,14,1,0,31.02,429.59,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0,46,1,1,67.19,3130.88,0,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
1,0,0,1,45,1,1,39.28,1734.21,0,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,0,0,51,1,1,69.3,3424.48,0,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
1,0,0,1,18,1,0,38.99,725.36,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0,1,0,20,1,1,65.58,1360.99,0,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
1,1,0,0,63,1,1,87.27,5520.33,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,36,0,1,63.17,2242.11,1,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True
1,0,1,0,26,1,1,53.03,1322.03,0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,0,0,0,54,1,1,70.86,3851.16,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
0,1,0,0,28,0,1,85.68,2406.11,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
1,0,1,1,19,1,1,31.54,592.97,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1,1,1,1,24,1,1,72.58,1833.04,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,69,1,0,104.29,7148.67,0,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
1,1,1,1,62,0,0,81.97,5170.89,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
0,0,0,1,35,1,0,66.49,2328.74,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
1,1,0,0,1,1,1,83.95,0.0,1,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,21,1,0,78.33,1635.97,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
0,0,1,0,15,1,1,87.37,1358.52,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
0,0,1,1,17,1,1,18.0,287.75,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,0,1,68,1,1,18.16,1161.14,0,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,0,0,53,1,1,94.9,5021.47,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,1,1,1,29,1,1,19.6,525.54,1,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1,1,0,1,44,0,0,76.81,3404.23,0,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
1,0,0,0,18,1,1,54.2,1014.27,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,1,0,33,1,1,34.87,1097.9,0,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False
0,0,1,0,12,1,1,75.25,867.71,0,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,0,1,42,1,1,70.79,3011.01,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0,1,1,61,1,1,120.0,7277.06,0,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
0,0,1,0,21,1,1,46.02,912.31,1,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False
1,0,1,1,51,1,0,107.96,5447.03,1,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
1,0,1,0,51,1,1,75.33,3859.43,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,0,0,0,35,1,0,44.93,1588.01,0,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
1,0,0,0,72,1,0,88.74,6355.08,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1,0,1,0,18,1,0,81.73,1471.39,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,1,37,1,0,65.84,2512.44,0,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,1,0,0,69,1,0,72.75,4971.05,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,56,1,1,46.85,2526.01,0,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False
1,0,1,0,19,1,1,39.99,782.56,0,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,1,1,8,1,0,87.54,694.8,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
0,0,0,1,31,1,0,58.04,1763.74,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,1,0,0,3,1,1,62.36,219.68,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,49,1,1,73.15,3626.31,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,0,1,0,4,1,0,72.72,180.47,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
0,0,1,1,19,0,1,21.88,383.09,0,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
0,1,0,0,36,1,1,103.35,3836.48,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0,1,0,0,21,0,1,68.4,1465.57,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,0,0,57,1,0,58.68,3378.57,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,1,0,67,1,0,77.69,5263.87,0,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0,0,1,43,1,1,71.86,3090.83,1,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0,1,0,0,33,1,1,87.77,2936.24,0,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False
1,0,1,1,41,1,1,80.9,3352.8,1,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
1,1,0,0,8,1,1,86.3,717.35,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,0,0,0,6,1,1,105.29,615.64,1,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1,0,1,0,67,1,1,91.27,6123.69,1,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
0,0,0,0,18,1,1,59.95,1049.68,0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
0,0,1,1,30,1,0,31.07,932.74,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,34,1,0,114.79,3844.44,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,56,0,1,57.63,3187.75,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,0,0,1,60,1,1,50.57,3020.08,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
0,0,0,1,30,1,0,18.0,492.81,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,0,1,0,52,1,1,74.91,3870.07,0,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
1,0,0,1,31,1,0,69.23,2137.93,0,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1,0,0,65,1,1,19.31,1275.26,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,1,1,0,58,1,0,78.36,4592.34,1,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False
0,1,0,0,9,1,0,49.81,425.1,0,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,1,0,1,1,1,0,120.0,186.76,1,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,0,1,0,65,1,0,47.68,3146.13,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1,0,0,0,59,0,0,51.7,3075.5,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
0,0,0,1,16,1,1,38.52,624.0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,1,0,15,1,1,103.1,1562.46,1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
0,0,0,0,15,1,1,53.58,863.05,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
